"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US13063040518","Census Tract 405.18, Clayton County, Georgia","5366","578"
"1400000US13117130101","Census Tract 1301.01, Forsyth County, Georgia","4183","273"
"1400000US13223120502","Census Tract 1205.02, Paulding County, Georgia","8685","612"
"1400000US13253200100","Census Tract 2001, Seminole County, Georgia","2743","257"
"1400000US13245010905","Census Tract 109.05, Richmond County, Georgia","4900","527"
"1400000US13193000400","Census Tract 4, Macon County, Georgia","4802","332"
"1400000US13013180107","Census Tract 1801.07, Barrow County, Georgia","4061","290"
"1400000US13285960600","Census Tract 9606, Troup County, Georgia","5546","568"
"1400000US13089021906","Census Tract 219.06, DeKalb County, Georgia","5492","594"
"1400000US13059001700","Census Tract 17, Clarke County, Georgia","2158","182"
"1400000US13103030304","Census Tract 303.04, Effingham County, Georgia","7331","450"
"1400000US13067031406","Census Tract 314.06, Cobb County, Georgia","8007","718"
"1400000US13081010201","Census Tract 102.01, Crisp County, Georgia","4693","624"
"1400000US13217100902","Census Tract 1009.02, Newton County, Georgia","5753","490"
"1400000US13103030100","Census Tract 301, Effingham County, Georgia","3630","327"
"1400000US13135050548","Census Tract 505.48, Gwinnett County, Georgia","11282","681"
"1400000US13059150300","Census Tract 1503, Clarke County, Georgia","3601","348"
"1400000US13051002300","Census Tract 23, Chatham County, Georgia","1740","258"
"1400000US13121003900","Census Tract 39, Fulton County, Georgia","2414","404"
"1400000US13067030320","Census Tract 303.20, Cobb County, Georgia","7361","471"
"1400000US13089023504","Census Tract 235.04, DeKalb County, Georgia","3366","365"
"1400000US13121010508","Census Tract 105.08, Fulton County, Georgia","3372","504"
"1400000US13121008000","Census Tract 80, Fulton County, Georgia","5916","779"
"1400000US13089023312","Census Tract 233.12, DeKalb County, Georgia","10555","899"
"1400000US13121012300","Census Tract 123, Fulton County, Georgia","2869","522"
"1400000US13067030322","Census Tract 303.22, Cobb County, Georgia","3508","221"
"1400000US13121001100","Census Tract 11, Fulton County, Georgia","4554","432"
"1400000US13175950100","Census Tract 9501, Laurens County, Georgia","2756","369"
"1400000US13121006601","Census Tract 66.01, Fulton County, Georgia","1762","230"
"1400000US13185011100","Census Tract 111, Lowndes County, Georgia","2780","335"
"1400000US13051003400","Census Tract 34, Chatham County, Georgia","4384","423"
"1400000US13067031116","Census Tract 311.16, Cobb County, Georgia","4529","652"
"1400000US13117130201","Census Tract 1302.01, Forsyth County, Georgia","5159","355"
"1400000US13121010212","Census Tract 102.12, Fulton County, Georgia","5464","542"
"1400000US13185011000","Census Tract 110, Lowndes County, Georgia","2849","572"
"1400000US13035150200","Census Tract 1502, Butts County, Georgia","7935","505"
"1400000US13215002901","Census Tract 29.01, Muscogee County, Georgia","2455","279"
"1400000US13103030204","Census Tract 302.04, Effingham County, Georgia","4115","353"
